id,text,lang,category
1756353663587733696,RT   Me too

I loved when she destroyed Bill Barr that time 

Unbelievably, Barr is currently offering his opini,en,US
1756362370954461490,RT  Stop, folks Take a deep breath None of you, no one reading this, has ever seen a more effective or productive president t,en,US
1756362212363399282,RT  Stop, folks Take a deep breath None of you, no one reading this, has ever seen a more effective or productive president t,en,US
1756362370954461490,RT  Stop, folks Take a deep breath None of you, no one reading this, has ever seen a more effective or productive president t,en,US
1756362212363399282,RT  Stop, folks Take a deep breath None of you, no one reading this, has ever seen a more effective or productive president t,en,US
1756362370954461490,RT  Stop, folks Take a deep breath None of you, no one reading this, has ever seen a more effective or productive president t,en,US
1756362212363399282,RT  Stop, folks Take a deep breath None of you, no one reading this, has ever seen a more effective or productive president t,en,US
1756362252158915047,RT            ,en,US
1756362252158915047,RT            ,en,US
1756362252158915047,RT            ,en,US
1756359773896032558,RT  Hurs report was meant to do exactly what it didbe taken by the media and spread far and wide  Hur set up a hit job  Peri,en,US
1756362006007857189,RT  If Kamala were a white man, Willie Brown wouldnt have wanted to have sex with her and her political career would have never,en,US
1756362006007857189,RT  If Kamala were a white man, Willie Brown wouldnt have wanted to have sex with her and her political career would have never,en,US
1755999866256343094,RT  Interview Date Monday, Jan 4, 2021

BRET BAIER I want to pin you down on what youre trying to do Are you trying to,en,US
1756362141181878489,RT  Nothing held back The truth is that we will witness a Rwandanlevel genocide in Europe and undo the sacrifices of the C,en,US
1756362141181878489,RT  Nothing held back The truth is that we will witness a Rwandanlevel genocide in Europe and undo the sacrifices of the C,en,US
1756362141181878489,RT  Nothing held back The truth is that we will witness a Rwandanlevel genocide in Europe and undo the sacrifices of the C,en,US
1755999905263309187,RT  NEW Late last night, Jack Smith asked Judge Cannon to reconsider her order allowing some redacted information to be unse,en,US
1755999882131747064,RT  NEW Late last night, Jack Smith asked Judge Cannon to reconsider her order allowing some redacted information to be unse,en,US
1756362308031488380,RT  If you voted for the man who autographed Bibles for his supporters, saluted a North Korean general, used a Sharpie to cha,en,US
1756362155639574981,RT  If you voted for the man who autographed Bibles for his supporters, saluted a North Korean general, used a Sharpie to cha,en,US
1756362308031488380,RT  If you voted for the man who autographed Bibles for his supporters, saluted a North Korean general, used a Sharpie to cha,en,US
1756362155639574981,RT  If you voted for the man who autographed Bibles for his supporters, saluted a North Korean general, used a Sharpie to cha,en,US
1756362308031488380,RT  If you voted for the man who autographed Bibles for his supporters, saluted a North Korean general, used a Sharpie to cha,en,US
1756362155639574981,RT  If you voted for the man who autographed Bibles for his supporters, saluted a North Korean general, used a Sharpie to cha,en,US
1756362352855822549,RT  Innocent children killed by American bombs donated to bloodthirsty Zionists who are hellbent for revenge Shame on Joe B,en,US
1756362352855822549,RT  Innocent children killed by American bombs donated to bloodthirsty Zionists who are hellbent for revenge Shame on Joe B,en,US
1756362352855822549,RT  Innocent children killed by American bombs donated to bloodthirsty Zionists who are hellbent for revenge Shame on Joe B,en,US
1755999936758661494,RT    Ah, memory laneof the failed Durham

Barr Pressed Durham to Fi,en,US
1755999906895126607,RT  Lets be clear Republicans tanked the bipartisan border security bill because of their complete, craven loyalty to Donald Tr,en,US
1755999913874256338,RT  I mean I knew our national political press was despicable, stupid, and opportunistic, but never in my wildest dreams did I i,en,US
1755999880793985060,RT  I mean I knew our national political press was despicable, stupid, and opportunistic, but never in my wildest dreams did I i,en,US
1756361985044701688,RT  But the presidents claim that his memory is fine comes under scrutiny when he mistakenly referred to Egypts President,en,US
1756361985044701688,RT  But the presidents claim that his memory is fine comes under scrutiny when he mistakenly referred to Egypts President,en,US
1756362228155170986,RT  GEORGE FISHMAN There is growing recognition that the gargantuan3 million backlog in our immigration courts largely,en,US
1756362228155170986,RT  GEORGE FISHMAN There is growing recognition that the gargantuan3 million backlog in our immigration courts largely,en,US
1756362228155170986,RT  GEORGE FISHMAN There is growing recognition that the gargantuan3 million backlog in our immigration courts largely,en,US
1756362381045927983,RT  Whats the biggest issue which will influence your vote for President

I have a wife, daughters and granddaughters so one,en,US
1756362381045927983,RT  Whats the biggest issue which will influence your vote for President

I have a wife, daughters and granddaughters so one,en,US
1756362013867913349,RT  Whats the biggest issue which will influence your vote for President

I have a wife, daughters and granddaughters so one,en,US
1756362381045927983,RT  Whats the biggest issue which will influence your vote for President

I have a wife, daughters and granddaughters so one,en,US
1756362013867913349,RT  Whats the biggest issue which will influence your vote for President

I have a wife, daughters and granddaughters so one,en,US
1755999954806731199,RT  According the to Supreme Court, states rights is good when the states are restricting ballot access to voters, but not so goo,en,US
1755999991628210274,RT  This internet on this flight wont let me be great as I attempt to read this report, BUT let me break a few things down a,en,US
1755999897554215394,RT  This internet on this flight wont let me be great as I attempt to read this report, BUT let me break a few things down a,en,US
1755999850666049672,RT  This internet on this flight wont let me be great as I attempt to read this report, BUT let me break a few things down a,en,US
1756362158525571172,RT   Chung now works at thewait for itPENTAGON as the current Deputy Director of Protocol 


1756362158525571172,RT   Chung now works at thewait for itPENTAGON as the current Deputy Director of Protocol 


1756362158525571172,RT   Chung now works at thewait for itPENTAGON as the current Deputy Director of Protocol 


1756362294320058506,RT  So  just demolished Robert Hurs flawed rationale and weirdly unsubstantiated speculation enshrined in the Bid,en,US
1756362274334236728,RT  So  just demolished Robert Hurs flawed rationale and weirdly unsubstantiated speculation enshrined in the Bid,en,US
1756362294320058506,RT  So  just demolished Robert Hurs flawed rationale and weirdly unsubstantiated speculation enshrined in the Bid,en,US
1756362274334236728,RT  So  just demolished Robert Hurs flawed rationale and weirdly unsubstantiated speculation enshrined in the Bid,en,US
1756362294320058506,RT  So  just demolished Robert Hurs flawed rationale and weirdly unsubstantiated speculation enshrined in the Bid,en,US
1756362274334236728,RT  So  just demolished Robert Hurs flawed rationale and weirdly unsubstantiated speculation enshrined in the Bid,en,US
1756362021577081212,RT  ENOUGH A THREAD Rep Johnson is a DANGER to Democracy, so were doing something about it Today, MSW Media set up a f,en,US
1756362021577081212,RT  ENOUGH A THREAD Rep Johnson is a DANGER to Democracy, so were doing something about it Today, MSW Media set up a f,en,US
